,id,text,label,label_text,Llama_405B_reason,Llama_405B_label_text,Llama_405B_label,Deepseek_V3_reason,Deepseek_V3_label_text,Deepseek_V3_label
1578,916bdc35e3,headed to the hospital. i can`t take the pain anymore,0,negative,"The text expresses a sense of desperation and inability to cope with physical pain, indicating a negative emotional state",negative,0,"The text expresses distress and urgency due to unbearable pain, indicating a negative sentiment.",negative,0
1579,00de41698e,'The Complete Black Books' just arrived ... looking forward to some entertaining #tv nights!  #dvd,2,positive,"The text expresses excitement and anticipation for entertaining TV nights, indicating a positive sentiment",positive,2,"The text expresses excitement and anticipation for entertaining TV nights, indicating a positive sentiment",positive,2
1580,a9c15ea0b2," Ooh, jealous. I just have yoghurt and some carrots.",0,negative,"The text expresses a sentiment of jealousy, which is a negative emotion, and also mentions a seemingly unexciting snack, implying a tone of dissatisfaction",negative,0,"The text expresses a mild sense of envy and a neutral description of having yoghurt and carrots, without strong positive or negative emotions",neutral,1
1581,c89510fc76,"So from this moment foward, imma have to spend my money wisely. No dress and shoe shopping every week. No more pigging out @ my fav rest.",2,positive,"The text expresses a sense of restraint and sacrifice, indicating a negative sentiment towards the new restrictions on spending habits, despite the wise decision to manage finances",negative,0,"The text expresses a decision to be more financially responsible and cut back on spending, which can be seen as a positive change in behavior. However, it also implies a sense of sacrifice by giving up favorite activities, which could evoke a neutral or slightly negative feeling. Overall, the sentiment leans towards positive due to the intention of making better choices.",positive,2
1582,3fb2f8bda0,try to play John Travolta`s 'Grease Lightning' bassline.. it`s cool,2,positive,"The text expresses enthusiasm and admiration for a song, using the word 'cool' to describe it, indicating a positive sentiment",positive,2,"The text expresses a positive opinion about playing the bassline of 'Grease Lightning', describing it as 'cool', which indicates a positive sentiment.",positive,2
1583,3b50246867,Link per my daughter  us.mobile.reuters.com/mobile/m/AnyArticle/p.rdt?URL=http://www.reuters.com/article/bigMoney/idUS1284981420090508,1,neutral,"The text is a neutral statement providing a link to an article, without expressing any emotion or opinion",neutral,1,The text is a factual statement sharing a link without expressing any emotion or opinion,neutral,1
1584,a7f72a928a, WOOOOOOOOOO   are you coming to Nottingham at any point?  lovelovelove<3,2,positive,"The text expresses extreme enthusiasm with the use of multiple 'WOO's and 'lovelovelove', indicating a strong positive sentiment and eagerness to know if someone is coming to Nottingham",positive,2,"The text expresses excitement and enthusiasm with the use of multiple 'O's and 'lovelovelove<3', indicating a positive sentiment",positive,2
1585,6c5505a37c, Enjoy! Family trumps everything,2,positive,"The text expresses a positive sentiment with the word 'Enjoy' and emphasizes the importance of family, indicating a prioritization of values in a positive light",positive,2,"The text expresses a positive sentiment by encouraging enjoyment and emphasizing the importance of family, which is generally viewed positively.",positive,2
1586,6ed3d052e4, Just left you a message! Hope you get it,1,neutral,"The text is a simple statement about leaving a message, accompanied by a neutral expression of hope that the message is received",neutral,1,"The text is a neutral statement about leaving a message and expressing a hope, without any strong positive or negative emotion",neutral,1
1587,7e863dcf5b,Bored out of my mind!  LOL,0,negative,"The text expresses boredom, but the addition of 'LOL' suggests that the speaker is making light of their boredom and is not genuinely distressed, indicating a somewhat neutral sentiment",neutral,1,"The text expresses a strong feeling of boredom, which indicates a negative sentiment, despite the addition of 'LOL' which might suggest humor.",negative,0
1588,c7739e2dbc,just finishing studying for LSATs and watching VH1 Soul,1,neutral,"The text is a simple statement of two actions (finishing studying and watching TV) without expressing any particular sentiment or emotion, it's a casual and neutral report of the person's current activities",neutral,1,The text is a factual statement about the person's activities without expressing any particular emotion or opinion,neutral,1
1589,b7a3e72e13,"Sleeeep. Good day, nice night, comfy bed.",2,positive,"The text expresses contentment and comfort, using positive adjectives such as 'good', 'nice', and 'comfy', indicating a positive sentiment",positive,2,"The text describes a good day, a nice night, and a comfortable bed, which are all positive experiences, indicating a positive sentiment",positive,2
1590,1ea0ac8606," saw your pics, so awesome!",2,positive,"The text expresses admiration and enthusiasm for the pictures, using the word 'awesome' to convey a positive sentiment",positive,2,"The text expresses admiration and enthusiasm about the pictures, indicating a positive sentiment",positive,2
1591,41d28b37d5,  Make sure ur plantin next to the water in the soil,1,neutral,"The text is a neutral instruction about planting, without expressing any emotion or opinion",neutral,1,The text is a directive or instruction about planting without expressing any emotional context or opinion,neutral,1
1592,6e6f31e8fe,"_Guy In the past it was ok but since ií¿ŒËŒ?ve got my own appartment, my own car........ití¿ŒËŒ?s very difficult to save the money",0,negative,"The text expresses a difficulty in saving money, which implies a negative sentiment, however the context also mentions positive changes in the person's life (own apartment, own car), which suggests a neutral tone overall, but the negative sentiment about saving money seems to dominate the statement",negative,0,"The text expresses dissatisfaction and difficulty in saving money since acquiring an apartment and a car, indicating a negative sentiment",negative,0
